# rssi
-37
-37
-37
-27
-23
-31
-28
-25
-32
-27
-27
-29
-38
-32
-32
-46
-37
-36
-43
-51
-46
-50
-49
-41
-62
-44
-49
-54
-46
-50
-44
-48
-52
-46
-57
-48
-52
-62
-57
-50
